ref_area,time,n_strikes_lockouts,workers_involved,days_not_worked
Portugal,2003,170,30.33,53370
Portugal,2004,122,31.906,46096
Portugal,2005,126,21.74,27333
Portugal,2006,155,33.493,44732
Portugal,2007,99,29.164,29851
Portugal,2012,127,92324,399.64
Portugal,2013,119,70405,266.49
Portugal,2014,90,18078,95.14
Portugal,2015,75,,
Portugal,2016,76,,
Portugal,2017,106,19505,115.74
Portugal,2018,144,36441,207.02
Portugal,2021,157,29.057,134.98
Portugal,2022,166,41.572,197.04
Portugal,2023,238,61.254,335.15
Puerto Rico,1969,73,12.27,114044
Puerto Rico,1970,93,19.454,191293
Puerto Rico,1971,77,14.296,232106
Puerto Rico,1972,107,23.779,222624
Puerto Rico,1973,76,17.757,140703
Puerto Rico,1974,95,22.109,289397
Puerto Rico,1975,65,19.961,365380
Puerto Rico,1976,37,8.58,331859
Puerto Rico,1977,35,14.788,325626
Puerto Rico,1978,33,11.401,698757
Puerto Rico,1979,27,3.611,49253
Puerto Rico,1980,27,5.838,118372
Puerto Rico,1981,31,7.399,81645
Puerto Rico,1982,13,7.87,383256
Puerto Rico,1983,9,1.364,10216
Puerto Rico,1984,12,1.948,36658
Puerto Rico,1985,11,0.653,27389
Puerto Rico,1986,14,2.831,38531
Puerto Rico,1987,7,1.167,3969
Puerto Rico,1988,6,0.499,18112
Puerto Rico,1989,6,0.718,10856
Puerto Rico,1990,3,0.366,124
Puerto Rico,1991,0,0,0
Puerto Rico,1992,5,5.003,49641
Puerto Rico,1993,8,0.358,2917
Puerto Rico,1994,8,2.975,36396
Puerto Rico,1995,5,1.089,15467
Puerto Rico,1996,5,6.092,31860
Puerto Rico,1997,3,0.125,655
Puerto Rico,1998,7,12.485,181150
Puerto Rico,1999,1,0.11,15730
Puerto Rico,2000,4,0.251,10365
Puerto Rico,2001,4,0.246,73120
Puerto Rico,2002,2,0.066,67768
Puerto Rico,2003,0,0,0
Puerto Rico,2004,1,4.5,290250
Puerto Rico,2005,0,0,0
Puerto Rico,2006,0,0,0
Puerto Rico,2007,1,0.044,88
Puerto Rico,2008,2,0.126,504
Republic of Korea,1969,7,30.499,163353
Republic of Korea,1970,4,0.541,9013
Republic of Korea,1971,10,0.832,11323
Republic of Korea,1974,58,22.609,16831
Republic of Korea,1975,52,10.256,13557
Republic of Korea,1976,49,6.57,17046
Republic of Korea,1977,58,7.975,8294
Republic of Korea,1978,102,10.598,13230
Republic of Korea,1979,105,14.258,16366
Republic of Korea,1980,206,48.97,61269
Republic of Korea,1981,186,34.586,30948
Republic of Korea,1982,88,8.967,11504
Republic of Korea,1983,98,11.1,8671
Republic of Korea,1984,114,16.4,19900
Republic of Korea,1985,265,28.7,64300
Republic of Korea,1986,276,46.9,72000
Republic of Korea,1987,3749,934.9,6946935
Republic of Korea,1988,1873,293.6,5400836
Republic of Korea,1989,1616,409.134,6351400
Republic of Korea,1990,322,133.9,4487200
Republic of Korea,1991,234,175.1,3257600
Republic of Korea,1992,235,105.034,1527612
Republic of Korea,1993,144,108.577,1308326
Republic of Korea,1994,121,104.339,1484368
Republic of Korea,1995,88,49.717,392581
Republic of Korea,1996,85,79,893000
Republic of Korea,1997,78,43.9,444700
Republic of Korea,1998,129,146.065,1452096
Republic of Korea,1999,198,92.026,1366281
Republic of Korea,2000,250,177.969,1893563
Republic of Korea,2001,235,88.548,1083079
Republic of Korea,2002,322,93.859,1580424
Republic of Korea,2003,320,137.241,1298663
Republic of Korea,2004,462,184.969,1198779
Republic of Korea,2005,287,117.912,847697
Republic of Korea,2006,138,131.359,1200567
Republic of Korea,2007,115,93.385,536285
Republic of Korea,2008,108,114.29,809402
Republic of Korea,2009,121,80.964,626921
Republic of Korea,2010,86,39.736,511307
Republic of Korea,2011,65,32.524,429335
Republic of Korea,2012,105,134.246,933267
Republic of Korea,2013,72,112.77,637736
Republic of Korea,2014,111,133.324,650924
Republic of Korea,2015,105,76.749,446852
Republic of Korea,2016,120,225.511,2034751
Republic of Korea,2017,101,129.996,861783
Republic of Korea,2018,134,81.013,551773
Republic of Korea,2019,141,34.622,401845
Republic of Korea,2020,105,67.798,554009
Republic of Korea,2021,141,51.388,471754
Republic of Korea,2022,132,67.126,343800
Republic of Korea,2023,223,78.946,355222
Republic of Korea,2024,12,106.098,456863
Republic of Moldova,2023,0,0,0
Republic of Moldova,2024,0,0,0
Romania,1990,,,579600
Romania,1991,,,987900
Romania,1992,9,4.057,17000
Romania,1993,30,22.517,89504
Romania,1994,33,69.157,361075
Romania,1995,27,38.259,212085
Romania,1996,15,59.848,142435
Romania,1997,15,52.007,167348
Romania,1998,54,119.659,360967
Romania,1999,85,232.217,1402998
Romania,2000,10,24.964,565422
Romania,2001,5,1.848,1114
Romania,2002,13,35.195,34223
Romania,2003,9,27.045,11786
Romania,2004,11,13.72,21403
Romania,2005,8,2.892,12505.5
Romania,2006,2,1.254,24389.75
Romania,2007,12,8.081,494034
Romania,2008,8,16.73,138453
Russian Federation,1990,260,99.5,207700
Russian Federation,1991,1755,237.7,2314200
Russian Federation,1992,6273,357.6,1893300
Russian Federation,1993,264,120.2,236800
Russian Federation,1994,514,155.3,755100
Russian Federation,1995,8856,489.4,1367000
Russian Federation,1996,8278,663.9,4009400
Russian Federation,1997,17007,887.3,6000500
Russian Federation,1998,11162,530.8,2881500
Russian Federation,1999,7285,238.4,1827200
Russian Federation,2000,817,31,236400
Russian Federation,2001,291,13,47100
Russian Federation,2002,80,3.9,29100
Russian Federation,2003,67,5.736,29453
Russian Federation,2004,5933,195.533,210852
Russian Federation,2005,2575,84.574,85929
Russian Federation,2006,6,0.522,1416
Russian Federation,2007,7,2.894,20457
Russian Federation,2008,4,1.92,29081
Russian Federation,2014,2,0.461,5011
Russian Federation,2015,5,0.833,10171
Russian Federation,2016,3,0.058,98
Russian Federation,2017,1,0.089,89
Russian Federation,2018,2,0.149,540
Russian Federation,2019,0,0,0
Russian Federation,2020,2,0.141,1360
Russian Federation,2021,2,0.038,20
Russian Federation,2022,1,0.197,123
Russian Federation,2023,1,0.033,33
Russian Federation,2024,0,0,0
Rwanda,1998,41,1.644,
Rwanda,1999,49,2.545,
Saint Helena,1996,0,0,0
Saint Helena,1997,0,0,0
Saint Helena,1998,0,0,0
Saint Helena,1999,0,0,0
Saint Helena,2000,0,0,0
Saint Helena,2001,0,0,0
Saint Helena,2002,0,0,0
Saint Helena,2003,0,0,0
Saint Helena,2004,0,0,0
Saint Helena,2005,0,0,0
Saint Vincent and the Grenadines,1988,4,0.048,468
Saint Vincent and the Grenadines,1989,1,0.013,39
Saint Vincent and the Grenadines,1990,1,0.012,119
Saint Vincent and the Grenadines,1991,1,0.055,204
Saint Vincent and the Grenadines,1996,2,1.166,
Saint Vincent and the Grenadines,1997,2,0.925,
Saint Vincent and the Grenadines,1999,4,0.89,7
Saint Vincent and the Grenadines,2000,3,1.634,11
San Marino,1971,21,7.793,10303
San Marino,1972,30,5.904,8365
San Marino,1973,18,6.757,4733
San Marino,1974,15,12.268,6578
San Marino,1975,23,18.164,13134
San Marino,1976,4,6.214,2463
San Marino,1977,15,31.608,4071
San Marino,1978,7,12.664,3451
San Marino,1979,3,0.979,291
San Marino,1980,4,11.65,11110
San Marino,1981,5,11.019,3224
San Marino,1982,15,16.981,6247
San Marino,1983,29,12.85,23303
San Marino,1984,11,5.303,1785
San Marino,1985,20,9.799,2620
San Marino,1986,4,6.6,6706
San Marino,1987,17,4.683,581
San Marino,1988,26,1.139,713
San Marino,1989,19,25.4,44317
San Marino,1990,11,6.923,3591
San Marino,1991,6,0.119,66
San Marino,1992,1,0.015,15
San Marino,1993,8,0.183,142
San Marino,1994,2,0.031,19
San Marino,1995,4,5.47,1903
San Marino,1996,2,0.52,1040
San Marino,1997,5,0.446,198
San Marino,1998,10,6.088,20704
San Marino,1999,3,3.5,1250
San Marino,2000,3,3.5,1250
San Marino,2001,2,5.015,20045
San Marino,2002,13,71.3,454520
San Marino,2003,7,2.148,7343
San Marino,2004,1,0.07,3500
San Marino,2005,2,4,24000
San Marino,2006,0,0,0
San Marino,2007,0,0,0
San Marino,2009,1,2.2,8250
San Marino,2010,1,3,15000
Senegal,1989,39,4.181,
Senegal,1990,26,4.173,
Senegal,1991,55,3.553,
Senegal,1992,19,3.954,
Seychelles,2012,3,,
Seychelles,2022,,,0
Seychelles,2023,1,0.18,6
Singapore,1971,2,1.38,5449
Singapore,1978,0,0,0
Singapore,1979,0,0,0
Singapore,1980,0,0,0
Singapore,1981,0,0,0
Singapore,1982,0,0,0
Singapore,1983,0,0,0
Singapore,1984,0,0,0
Singapore,1985,0,0,0
Singapore,1986,1,0.061,122
Singapore,1987,0,0,0
Singapore,1988,0,0,0
Singapore,1989,0,0,0
Singapore,1990,0,0,0
Singapore,1991,0,0,0
Singapore,1992,0,0,0
Singapore,1993,0,0,0
Singapore,1994,0,0,0
Singapore,1995,0,0,0
Singapore,1996,0,0,0
Singapore,1997,0,0,0
Singapore,1998,0,0,0
Singapore,1999,0,0,0
Singapore,2000,0,0,0
Singapore,2001,0,0,0
Singapore,2002,0,0,0
Singapore,2003,0,0,0
Singapore,2004,0,0,0
Singapore,2005,0,0,0
Singapore,2006,0,0,0
Singapore,2007,0,0,0
Singapore,2008,0,0,0
Singapore,2009,0,0,0
Singapore,2010,0,0,0
Singapore,2011,0,,
Singapore,2012,1,,
Singapore,2013,0,,
Singapore,2014,0,,
Singapore,2015,0,0,0
Singapore,2022,0,0,0
Singapore,2023,,0,0
Slovakia,1991,21,20.736,2.5
Slovakia,1992,5,0.692,9
Slovakia,1993,1,0.037,1
Slovakia,1994,1,0.413,5
Slovakia,1997,6,1.067,93
Slovakia,2003,2,18.326,4
Slovakia,2006,4,1.333,14
Slovakia,2007,1,0.072,6
Slovakia,2008,1,0.445,2
Slovakia,2009,,,0
Slovakia,2010,2,0.264,5
Slovakia,2011,4,0.398,0
Slovakia,2012,,,4
Slovakia,2013,,,0
Slovakia,2014,1,0.095,1
Slovakia,2015,1,3.739,1
Slovakia,2016,2,,15
Slovakia,2017,2,4.707,9
Slovakia,2018,,,0
